booking_id,customer_id,cab_company_name,cab_company_id,driver_id,allocated_vehicle_make_model,vehicle_type,vehicle_seat_capacity,vehicle_colour,cab_current_location_name,cab_current_latitude,cab_current_longitude,distance_from_stadium_km,distance_to_pickup_km,allocation_status,estimated_arrival_to_pickup_min,relative_position_to_pickup,pickup_date,pickup_location_name,pickup_time,pickup_latitude,pickup_longitude,pickup_time_parsed,pickup_datetime
BK04180171,CUST100171,EventLink Rides,CAB204,DRV240171,Hyundai Staria,Maxi Taxi,7,White,Spring Hill staging area,-27.460059,153.027104,2.0,1.57,Allocated,5,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,10:25 PM,-27.4657,153.0125,22:25:00,2026-04-18 22:25:00
BK04180172,CUST100172,Metro Cabs Brisbane,CAB201,DRV240172,Toyota Corolla Hybrid,Sedan,4,Grey,Brisbane City staging area,-27.473265,153.027106,2.0,2.29,Allocated,7,Opposite side of stadium precinct,2026-04-18,Given Tce Pickup Point,10:45 PM,-27.4649,153.00591,22:45:00,2026-04-18 22:45:00
BK04180173,CUST100173,Metro Cabs Brisbane,CAB201,DRV240173,Kia Carnival,Maxi Taxi,7,Blue,Bardon Edge staging area,-27.456056,152.964896,4.44,4.71,Allocated,13,Opposite side of stadium precinct,2026-04-18,Milton Rd Pickup Bay,11:35 PM,-27.46672,153.01109,23:35:00,2026-04-18 23:35:00
BK04180174,CUST100174,NightMove Cabs,CAB205,DRV240174,Toyota HiAce Commuter,Wheelchair / Maxi Taxi,10,Silver,Toowong staging area,-27.48234,152.96481,4.63,5.06,Allocated,17,Opposite side of stadium precinct,2026-04-18,Caxton St Pickup Point,10:10 PM,-27.4636,153.01159,22:10:00,2026-04-18 22:10:00
BK04180175,CUST100175,NightMove Cabs,CAB205,DRV240175,Hyundai Staria,Maxi Taxi,7,Silver,Brisbane City staging area,-27.468012,153.036953,2.83,3.35,Allocated,10,Opposite side of stadium precinct,2026-04-18,Baroona Rd Pickup Point,11:25 PM,-27.46849,153.00298,23:25:00,2026-04-18 23:25:00
BK04180176,CUST100176,BlueLine Cabs,CAB203,DRV240176,Kia Sorento,SUV,6,Blue,Toowong staging area,-27.48714,152.99227,2.77,2.11,Allocated,5,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,11:25 PM,-27.47197,153.0051,23:25:00,2026-04-18 23:25:00
BK04180177,CUST100177,CityLoop Taxi Service,CAB206,DRV240177,Kia Sorento,SUV,6,Blue,Bardon Edge staging area,-27.460241,152.967842,4.05,3.59,Allocated,13,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,10:25 PM,-27.46849,153.00298,22:25:00,2026-04-18 22:25:00
BK04180178,CUST100178,BlueLine Cabs,CAB203,DRV240178,Kia Sorento,SUV,6,White,Bardon Edge staging area,-27.471608,152.977175,3.12,3.67,Allocated,14,Opposite side of stadium precinct,2026-04-18,Upper Roma St Pickup Zone,10:15 PM,-27.4662,153.01391,22:15:00,2026-04-18 22:15:00
BK04180179,CUST100179,EventLink Rides,CAB204,DRV240179,Hyundai Staria,Maxi Taxi,7,Black,Toowong staging area,-27.498133,153.000317,3.59,3.39,Allocated,11,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,09:20 PM,-27.46817,153.00639,21:20:00,2026-04-18 21:20:00
BK04180180,CUST100180,EventLink Rides,CAB204,DRV240180,Toyota Kluger,SUV,6,Grey,Brisbane City staging area,-27.466066,153.025733,1.72,2.26,Allocated,7,Opposite side of stadium precinct,2026-04-18,Baroona Rd Pickup Point,11:25 PM,-27.46849,153.00298,23:25:00,2026-04-18 23:25:00
BK04180181,CUST100181,Metro Cabs Brisbane,CAB201,DRV240181,Toyota Corolla Hybrid,Sedan,4,Blue,Bardon Edge staging area,-27.469596,152.97493,3.31,3.11,Allocated,11,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,10:10 PM,-27.46817,153.00639,22:10:00,2026-04-18 22:10:00
BK04180182,CUST100182,BlueLine Cabs,CAB203,DRV240182,Hyundai i30 Sedan,Sedan,4,Blue,Bardon Edge staging area,-27.467898,152.965005,4.27,4.69,Allocated,13,Opposite side of stadium precinct,2026-04-18,Petrie Tce Pickup Point,11:25 PM,-27.4657,153.0125,23:25:00,2026-04-18 23:25:00
BK04180183,CUST100183,CityLoop Taxi Service,CAB206,DRV240183,Hyundai i30 Sedan,Sedan,4,Blue,Brisbane City staging area,-27.469128,153.040905,3.23,2.83,Allocated,7,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,10:05 PM,-27.4657,153.0125,22:05:00,2026-04-18 22:05:00
BK04180184,CUST100184,RiverCity Taxi Network,CAB202,DRV240184,Toyota RAV4 Hybrid,SUV,4,Black,South Brisbane staging area,-27.480889,153.026034,2.36,2.67,Allocated,8,Opposite side of stadium precinct,2026-04-18,Given Tce Pickup Point,10:30 PM,-27.4649,153.00591,22:30:00,2026-04-18 22:30:00
BK04180185,CUST100185,BlueLine Cabs,CAB203,DRV240185,Toyota RAV4 Hybrid,SUV,4,Blue,Bardon Edge staging area,-27.466457,152.990312,1.77,2.19,Allocated,6,Opposite side of stadium precinct,2026-04-18,Petrie Tce Pickup Point,10:45 PM,-27.4657,153.0125,22:45:00,2026-04-18 22:45:00
BK04180186,CUST100186,CityLoop Taxi Service,CAB206,DRV240186,Toyota HiAce Commuter,Wheelchair / Maxi Taxi,10,Silver,Milton staging area,-27.471734,153.008921,0.57,0.38,Allocated,3,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,10:15 PM,-27.47197,153.0051,22:15:00,2026-04-18 22:15:00
BK04180187,CUST100187,EventLink Rides,CAB204,DRV240187,Hyundai Staria,Maxi Taxi,7,Black,Spring Hill staging area,-27.453086,153.034521,3.0,3.24,Allocated,8,Opposite side of stadium precinct,2026-04-18,Cribb St Pickup Bay,11:00 PM,-27.46817,153.00639,23:00:00,2026-04-18 23:00:00
BK04180188,CUST100188,BlueLine Cabs,CAB203,DRV240188,Toyota RAV4 Hybrid,SUV,4,White,Auchenflower staging area,-27.470856,152.989468,1.91,2.47,Allocated,7,Opposite side of stadium precinct,2026-04-18,Upper Roma St Pickup Zone,11:00 PM,-27.4662,153.01391,23:00:00,2026-04-18 23:00:00
BK04180189,CUST100189,RiverCity Taxi Network,CAB202,DRV240189,Toyota RAV4 Hybrid,SUV,4,Black,West End staging area,-27.489643,153.008217,2.56,1.99,Allocated,5,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,10:55 PM,-27.47197,153.0051,22:55:00,2026-04-18 22:55:00
BK04180190,CUST100190,NightMove Cabs,CAB205,DRV240190,Hyundai Staria,Maxi Taxi,7,White,Spring Hill staging area,-27.456411,153.028868,2.33,2.1,Allocated,7,Same side / adjacent side,2026-04-18,Milton Rd Pickup Bay,09:55 PM,-27.46672,153.01109,21:55:00,2026-04-18 21:55:00
BK04180191,CUST100191,NightMove Cabs,CAB205,DRV240191,Hyundai Staria,Maxi Taxi,7,Blue,Bardon Edge staging area,-27.46081,152.985275,2.36,2.89,Allocated,9,Opposite side of stadium precinct,2026-04-18,Upper Roma St Pickup Zone,10:45 PM,-27.4662,153.01391,22:45:00,2026-04-18 22:45:00
BK04180192,CUST100192,CityLoop Taxi Service,CAB206,DRV240192,Hyundai i30 Sedan,Sedan,4,Silver,Bardon Edge staging area,-27.459889,152.961567,4.67,5.07,Allocated,13,Opposite side of stadium precinct,2026-04-18,Petrie Tce Pickup Point,09:45 PM,-27.4657,153.0125,21:45:00,2026-04-18 21:45:00
BK04180193,CUST100193,EventLink Rides,CAB204,DRV240193,Kia Sorento,SUV,6,Blue,Newmarket Edge staging area,-27.436916,153.013469,3.34,3.98,Allocated,13,Opposite side of stadium precinct,2026-04-18,Park Rd Pickup Zone,10:45 PM,-27.47197,153.0051,22:45:00,2026-04-18 22:45:00
BK04180194,CUST100194,EventLink Rides,CAB204,DRV240194,Toyota Camry Hybrid,Sedan,4,Silver,West End staging area,-27.480969,153.007168,1.6,1.02,Allocated,4,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,11:30 PM,-27.47197,153.0051,23:30:00,2026-04-18 23:30:00
BK04180195,CUST100195,EventLink Rides,CAB204,DRV240195,Kia Carnival,Maxi Taxi,7,Black,Herston staging area,-27.447927,153.046825,4.34,4.58,Allocated,14,Opposite side of stadium precinct,2026-04-18,Cribb St Pickup Bay,10:10 PM,-27.46817,153.00639,22:10:00,2026-04-18 22:10:00
BK04180196,CUST100196,EventLink Rides,CAB204,DRV240196,Kia Sorento,SUV,6,White,Brisbane City staging area,-27.467847,153.045043,3.63,3.08,Allocated,10,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,11:15 PM,-27.4662,153.01391,23:15:00,2026-04-18 23:15:00
BK04180197,CUST100197,NightMove Cabs,CAB205,DRV240197,Toyota RAV4 Hybrid,SUV,4,Blue,Auchenflower staging area,-27.472243,153.000481,0.99,0.46,Allocated,3,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,10:35 PM,-27.47197,153.0051,22:35:00,2026-04-18 22:35:00
BK04180198,CUST100198,NightMove Cabs,CAB205,DRV240198,Skoda Superb,Sedan,4,Grey,Roma Street staging area,-27.469656,153.012906,0.57,0.37,Allocated,3,Same side / adjacent side,2026-04-18,Milton Rd Pickup Bay,10:30 PM,-27.46672,153.01109,22:30:00,2026-04-18 22:30:00
BK04180199,CUST100199,CityLoop Taxi Service,CAB206,DRV240199,Kia Sorento,SUV,6,Blue,Red Hill staging area,-27.451193,153.001312,1.85,1.59,Allocated,4,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,11:20 PM,-27.4649,153.00591,23:20:00,2026-04-18 23:20:00
BK04180200,CUST100200,RiverCity Taxi Network,CAB202,DRV240200,Skoda Superb,Sedan,4,Grey,Bardon Edge staging area,-27.450762,152.985187,2.88,2.58,Allocated,7,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,09:40 PM,-27.4649,153.00591,21:40:00,2026-04-18 21:40:00
BK04180201,CUST100201,CityLoop Taxi Service,CAB206,DRV240201,Hyundai i30 Sedan,Sedan,4,Black,Toowong staging area,-27.486044,152.987921,2.95,2.45,Allocated,7,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,11:05 PM,-27.46849,153.00298,23:05:00,2026-04-18 23:05:00
BK04180202,CUST100202,EventLink Rides,CAB204,DRV240202,Toyota Kluger,SUV,6,White,Herston staging area,-27.440197,153.042199,4.46,4.71,Allocated,13,Opposite side of stadium precinct,2026-04-18,Cribb St Pickup Bay,11:15 PM,-27.46817,153.00639,23:15:00,2026-04-18 23:15:00
BK04180203,CUST100203,CityLoop Taxi Service,CAB206,DRV240203,Toyota Corolla Hybrid,Sedan,4,Grey,Petrie Terrace staging area,-27.465136,153.013925,0.58,0.12,Allocated,3,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,10:45 PM,-27.4662,153.01391,22:45:00,2026-04-18 22:45:00
BK04180204,CUST100204,CityLoop Taxi Service,CAB206,DRV240204,Toyota Corolla Hybrid,Sedan,4,Blue,Herston staging area,-27.450105,153.036998,3.38,2.9,Allocated,8,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,11:00 PM,-27.4662,153.01391,23:00:00,2026-04-18 23:00:00
BK04180205,CUST100205,Metro Cabs Brisbane,CAB201,DRV240205,Hyundai i30 Sedan,Sedan,4,Silver,Toowong staging area,-27.479665,152.988541,2.43,1.84,Allocated,6,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,10:10 PM,-27.47197,153.0051,22:10:00,2026-04-18 22:10:00
BK04180206,CUST100206,EventLink Rides,CAB204,DRV240206,Hyundai Staria,Maxi Taxi,7,Blue,Milton staging area,-27.469076,153.002634,0.62,0.38,Allocated,3,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,10:35 PM,-27.46817,153.00639,22:35:00,2026-04-18 22:35:00
BK04180207,CUST100207,RiverCity Taxi Network,CAB202,DRV240207,Kia Sorento,SUV,6,Blue,Spring Hill staging area,-27.460014,153.023416,1.67,1.91,Allocated,6,Opposite side of stadium precinct,2026-04-18,Cribb St Pickup Bay,11:25 PM,-27.46817,153.00639,23:25:00,2026-04-18 23:25:00
BK04180208,CUST100208,NightMove Cabs,CAB205,DRV240208,Skoda Superb,Sedan,4,Grey,Herston staging area,-27.444753,153.029753,3.23,3.48,Allocated,10,Opposite side of stadium precinct,2026-04-18,Cribb St Pickup Bay,09:35 PM,-27.46817,153.00639,21:35:00,2026-04-18 21:35:00
BK04180209,CUST100209,Metro Cabs Brisbane,CAB201,DRV240209,Hyundai i30 Sedan,Sedan,4,Blue,Auchenflower staging area,-27.474294,152.988611,2.12,2.37,Allocated,6,Opposite side of stadium precinct,2026-04-18,Milton Rd Pickup Bay,09:30 PM,-27.46672,153.01109,21:30:00,2026-04-18 21:30:00
BK04180210,CUST100210,CityLoop Taxi Service,CAB206,DRV240210,Toyota HiAce Commuter,Wheelchair / Maxi Taxi,10,White,Newmarket Edge staging area,-27.433021,153.022616,4.0,4.66,Allocated,16,Opposite side of stadium precinct,2026-04-18,Park Rd Pickup Zone,10:40 PM,-27.47197,153.0051,22:40:00,2026-04-18 22:40:00
BK04180211,CUST100211,CityLoop Taxi Service,CAB206,DRV240211,Kia Sorento,SUV,6,Blue,Bardon Edge staging area,-27.459442,152.972737,3.6,3.98,Allocated,10,Opposite side of stadium precinct,2026-04-18,Petrie Tce Pickup Point,09:50 PM,-27.4657,153.0125,21:50:00,2026-04-18 21:50:00
BK04180212,CUST100212,NightMove Cabs,CAB205,DRV240212,Skoda Superb,Sedan,4,Blue,Spring Hill staging area,-27.462216,153.02749,1.96,1.58,Allocated,5,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,09:50 PM,-27.4636,153.01159,21:50:00,2026-04-18 21:50:00
BK04180213,CUST100213,BlueLine Cabs,CAB203,DRV240213,Hyundai i30 Sedan,Sedan,4,Silver,Spring Hill staging area,-27.454279,153.030359,2.58,2.35,Allocated,8,Same side / adjacent side,2026-04-18,Milton Rd Pickup Bay,10:15 PM,-27.46672,153.01109,22:15:00,2026-04-18 22:15:00
BK04180214,CUST100214,BlueLine Cabs,CAB203,DRV240214,Toyota RAV4 Hybrid,SUV,4,Black,Spring Hill staging area,-27.455355,153.032648,2.71,3.27,Allocated,10,Opposite side of stadium precinct,2026-04-18,Baroona Rd Pickup Point,10:00 PM,-27.46849,153.00298,22:00:00,2026-04-18 22:00:00
BK04180215,CUST100215,RiverCity Taxi Network,CAB202,DRV240215,Skoda Superb,Sedan,4,Blue,Auchenflower staging area,-27.470989,152.992173,1.66,1.44,Allocated,4,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,11:25 PM,-27.46817,153.00639,23:25:00,2026-04-18 23:25:00
BK04180216,CUST100216,RiverCity Taxi Network,CAB202,DRV240216,Toyota RAV4 Hybrid,SUV,4,Black,Spring Hill staging area,-27.459502,153.017872,1.24,1.03,Allocated,3,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,11:25 PM,-27.46392,153.00872,23:25:00,2026-04-18 23:25:00
BK04180217,CUST100217,CityLoop Taxi Service,CAB206,DRV240217,Kia Sorento,SUV,6,Grey,Brisbane City staging area,-27.461952,153.048112,3.97,3.54,Allocated,13,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,11:00 PM,-27.4657,153.0125,23:00:00,2026-04-18 23:00:00
BK04180218,CUST100218,CityLoop Taxi Service,CAB206,DRV240218,Toyota Kluger,SUV,6,Silver,Newmarket Edge staging area,-27.437094,153.001978,3.34,3.12,Allocated,11,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,11:45 PM,-27.4649,153.00591,23:45:00,2026-04-18 23:45:00
BK04180219,CUST100219,EventLink Rides,CAB204,DRV240219,Toyota Camry Hybrid,Sedan,4,Black,West End staging area,-27.490006,153.010961,2.61,2.09,Allocated,7,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,11:25 PM,-27.47197,153.0051,23:25:00,2026-04-18 23:25:00
BK04180220,CUST100220,CityLoop Taxi Service,CAB206,DRV240220,Hyundai i30 Sedan,Sedan,4,Blue,Bardon Edge staging area,-27.470345,152.981819,2.64,2.1,Allocated,5,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,09:45 PM,-27.46849,153.00298,21:45:00,2026-04-18 21:45:00
BK04180221,CUST100221,NightMove Cabs,CAB205,DRV240221,Skoda Superb,Sedan,4,White,Toowong staging area,-27.473762,152.979915,2.91,2.68,Allocated,7,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,11:40 PM,-27.46817,153.00639,23:40:00,2026-04-18 23:40:00
BK04180222,CUST100222,CityLoop Taxi Service,CAB206,DRV240222,Skoda Superb,Sedan,4,Black,Brisbane City staging area,-27.462168,153.049247,4.07,4.62,Allocated,14,Opposite side of stadium precinct,2026-04-18,Baroona Rd Pickup Point,10:10 PM,-27.46849,153.00298,22:10:00,2026-04-18 22:10:00
BK04180223,CUST100223,NightMove Cabs,CAB205,DRV240223,Toyota Camry Hybrid,Sedan,4,Grey,Petrie Terrace staging area,-27.460912,153.016515,1.03,0.66,Allocated,3,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,10:30 PM,-27.4657,153.0125,22:30:00,2026-04-18 22:30:00
BK04180224,CUST100224,NightMove Cabs,CAB205,DRV240224,Hyundai Staria,Maxi Taxi,7,Grey,West End staging area,-27.499053,153.012262,3.63,3.09,Allocated,10,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,11:15 PM,-27.47197,153.0051,23:15:00,2026-04-18 23:15:00
BK04180225,CUST100225,CityLoop Taxi Service,CAB206,DRV240225,Kia Carnival,Maxi Taxi,7,Blue,Newmarket Edge staging area,-27.439721,153.000813,3.08,2.8,Allocated,10,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,11:15 PM,-27.46392,153.00872,23:15:00,2026-04-18 23:15:00
BK04180226,CUST100226,BlueLine Cabs,CAB203,DRV240226,Toyota Corolla Hybrid,Sedan,4,Silver,Kelvin Grove staging area,-27.452274,153.009161,1.6,2.23,Allocated,8,Opposite side of stadium precinct,2026-04-18,Park Rd Pickup Zone,10:35 PM,-27.47197,153.0051,22:35:00,2026-04-18 22:35:00
BK04180227,CUST100227,RiverCity Taxi Network,CAB202,DRV240227,Skoda Superb,Sedan,4,Silver,Newmarket Edge staging area,-27.435013,153.021557,3.75,4.42,Allocated,15,Opposite side of stadium precinct,2026-04-18,Park Rd Pickup Zone,10:15 PM,-27.47197,153.0051,22:15:00,2026-04-18 22:15:00
BK04180228,CUST100228,NightMove Cabs,CAB205,DRV240228,Hyundai Staria,Maxi Taxi,7,Black,Herston staging area,-27.44635,153.013183,2.31,2.0,Allocated,5,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,09:20 PM,-27.46392,153.00872,21:20:00,2026-04-18 21:20:00
BK04180229,CUST100229,Metro Cabs Brisbane,CAB201,DRV240229,Toyota Kluger,SUV,6,Black,Spring Hill staging area,-27.462746,153.020193,1.25,1.81,Allocated,5,Opposite side of stadium precinct,2026-04-18,Baroona Rd Pickup Point,11:55 PM,-27.46849,153.00298,23:55:00,2026-04-18 23:55:00
BK04180230,CUST100230,EventLink Rides,CAB204,DRV240230,Hyundai Staria,Maxi Taxi,7,White,Bardon Edge staging area,-27.469349,152.989092,1.92,1.37,Allocated,4,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,11:30 PM,-27.46849,153.00298,23:30:00,2026-04-18 23:30:00
BK04180231,CUST100231,RiverCity Taxi Network,CAB202,DRV240231,Toyota Camry Hybrid,Sedan,4,Blue,Toowong staging area,-27.489968,152.972504,4.38,4.13,Allocated,12,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,11:05 PM,-27.46817,153.00639,23:05:00,2026-04-18 23:05:00
BK04180232,CUST100232,BlueLine Cabs,CAB203,DRV240232,Hyundai i30 Sedan,Sedan,4,Black,Toowong staging area,-27.477305,152.970097,3.95,3.5,Allocated,11,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,09:35 PM,-27.47197,153.0051,21:35:00,2026-04-18 21:35:00
BK04180233,CUST100233,NightMove Cabs,CAB205,DRV240233,Toyota RAV4 Hybrid,SUV,4,Blue,Paddington staging area,-27.463717,152.998415,1.02,1.55,Allocated,4,Opposite side of stadium precinct,2026-04-18,Upper Roma St Pickup Zone,10:15 PM,-27.4662,153.01391,22:15:00,2026-04-18 22:15:00
BK04180234,CUST100234,RiverCity Taxi Network,CAB202,DRV240234,Skoda Superb,Sedan,4,Black,Kelvin Grove staging area,-27.448094,153.010993,2.08,1.73,Allocated,4,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,11:05 PM,-27.4636,153.01159,23:05:00,2026-04-18 23:05:00
BK04180235,CUST100235,BlueLine Cabs,CAB203,DRV240235,Toyota RAV4 Hybrid,SUV,4,Grey,Newmarket Edge staging area,-27.431821,152.996099,4.05,3.8,Allocated,13,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,10:15 PM,-27.4649,153.00591,22:15:00,2026-04-18 22:15:00
BK04180236,CUST100236,RiverCity Taxi Network,CAB202,DRV240236,Skoda Superb,Sedan,4,Blue,West End staging area,-27.486296,153.01182,2.21,1.73,Allocated,5,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,10:35 PM,-27.47197,153.0051,22:35:00,2026-04-18 22:35:00
BK04180237,CUST100237,BlueLine Cabs,CAB203,DRV240237,Hyundai i30 Sedan,Sedan,4,Blue,Toowong staging area,-27.489325,152.977439,3.95,4.34,Allocated,14,Opposite side of stadium precinct,2026-04-18,Petrie Tce Pickup Point,10:00 PM,-27.4657,153.0125,22:00:00,2026-04-18 22:00:00
BK04180238,CUST100238,BlueLine Cabs,CAB203,DRV240238,Kia Carnival,Maxi Taxi,7,Silver,Herston staging area,-27.439825,153.033426,3.88,4.13,Allocated,11,Opposite side of stadium precinct,2026-04-18,Cribb St Pickup Bay,11:20 PM,-27.46817,153.00639,23:20:00,2026-04-18 23:20:00
BK04180239,CUST100239,EventLink Rides,CAB204,DRV240239,Toyota Camry Hybrid,Sedan,4,Black,Herston staging area,-27.443204,153.046291,4.57,4.11,Allocated,11,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,10:45 PM,-27.4636,153.01159,22:45:00,2026-04-18 22:45:00
BK04180240,CUST100240,RiverCity Taxi Network,CAB202,DRV240240,Toyota RAV4 Hybrid,SUV,4,Black,Toowong staging area,-27.482007,152.971129,4.04,3.74,Allocated,11,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,11:00 PM,-27.46542,153.00412,23:00:00,2026-04-18 23:00:00
BK04180241,CUST100241,Metro Cabs Brisbane,CAB201,DRV240241,Toyota Kluger,SUV,6,Silver,Herston staging area,-27.450171,153.02321,2.35,3.01,Allocated,10,Opposite side of stadium precinct,2026-04-18,Park Rd Pickup Zone,10:45 PM,-27.47197,153.0051,22:45:00,2026-04-18 22:45:00
BK04180242,CUST100242,RiverCity Taxi Network,CAB202,DRV240242,Toyota RAV4 Hybrid,SUV,4,Blue,Bardon Edge staging area,-27.455515,152.990408,2.15,1.74,Allocated,5,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,11:45 PM,-27.46542,153.00412,23:45:00,2026-04-18 23:45:00
BK04180243,CUST100243,Metro Cabs Brisbane,CAB201,DRV240243,Toyota Corolla Hybrid,Sedan,4,Silver,Roma Street staging area,-27.46793,153.018952,1.06,0.79,Allocated,3,Same side / adjacent side,2026-04-18,Milton Rd Pickup Bay,10:30 PM,-27.46672,153.01109,22:30:00,2026-04-18 22:30:00
BK04180244,CUST100244,RiverCity Taxi Network,CAB202,DRV240244,Kia Carnival,Maxi Taxi,7,Silver,West End staging area,-27.501094,153.015488,3.9,4.19,Allocated,12,Opposite side of stadium precinct,2026-04-18,Castlemaine St Pickup Zone,09:50 PM,-27.46392,153.00872,21:50:00,2026-04-18 21:50:00
BK04180245,CUST100245,BlueLine Cabs,CAB203,DRV240245,Kia Sorento,SUV,6,White,South Brisbane staging area,-27.489954,153.042873,4.29,3.89,Allocated,10,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,11:00 PM,-27.4662,153.01391,23:00:00,2026-04-18 23:00:00
BK04180246,CUST100246,BlueLine Cabs,CAB203,DRV240246,Hyundai Staria,Maxi Taxi,7,Grey,Newmarket Edge staging area,-27.427573,153.007395,4.34,4.04,Allocated,12,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,10:20 PM,-27.46392,153.00872,22:20:00,2026-04-18 22:20:00
BK04180247,CUST100247,EventLink Rides,CAB204,DRV240247,Toyota Kluger,SUV,6,White,Bardon Edge staging area,-27.472487,152.964564,4.36,4.92,Allocated,13,Opposite side of stadium precinct,2026-04-18,Upper Roma St Pickup Zone,10:00 PM,-27.4662,153.01391,22:00:00,2026-04-18 22:00:00
BK04180248,CUST100248,CityLoop Taxi Service,CAB206,DRV240248,Toyota Corolla Hybrid,Sedan,4,Grey,Toowong staging area,-27.477586,152.98357,2.72,2.97,Allocated,8,Opposite side of stadium precinct,2026-04-18,Milton Rd Pickup Bay,10:00 PM,-27.46672,153.01109,22:00:00,2026-04-18 22:00:00
BK04180249,CUST100249,RiverCity Taxi Network,CAB202,DRV240249,Toyota Camry Hybrid,Sedan,4,Blue,Toowong staging area,-27.485896,152.991414,2.71,2.25,Allocated,8,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,09:50 PM,-27.46849,153.00298,21:50:00,2026-04-18 21:50:00
BK04180250,CUST100250,CityLoop Taxi Service,CAB206,DRV240250,Toyota RAV4 Hybrid,SUV,4,Silver,South Brisbane staging area,-27.471923,153.017042,1.05,1.47,Allocated,4,Opposite side of stadium precinct,2026-04-18,Heussler Tce Pickup Bay,09:55 PM,-27.46542,153.00412,21:55:00,2026-04-18 21:55:00
BK04180251,CUST100251,Metro Cabs Brisbane,CAB201,DRV240251,Toyota Camry Hybrid,Sedan,4,Silver,Auchenflower staging area,-27.472099,152.993789,1.55,1.98,Allocated,7,Opposite side of stadium precinct,2026-04-18,Petrie Tce Pickup Point,10:30 PM,-27.4657,153.0125,22:30:00,2026-04-18 22:30:00
BK04180252,CUST100252,RiverCity Taxi Network,CAB202,DRV240252,Skoda Superb,Sedan,4,Grey,Brisbane City staging area,-27.477758,153.046207,3.94,3.44,Allocated,12,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,10:30 PM,-27.4662,153.01391,22:30:00,2026-04-18 22:30:00
BK04180253,CUST100253,CityLoop Taxi Service,CAB206,DRV240253,Toyota HiAce Commuter,Wheelchair / Maxi Taxi,10,Black,Brisbane City staging area,-27.470625,153.022692,1.49,1.15,Allocated,3,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,10:30 PM,-27.4657,153.0125,22:30:00,2026-04-18 22:30:00
BK04180254,CUST100254,CityLoop Taxi Service,CAB206,DRV240254,Skoda Superb,Sedan,4,Silver,Auchenflower staging area,-27.472355,152.987569,2.14,1.73,Allocated,6,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,09:30 PM,-27.47197,153.0051,21:30:00,2026-04-18 21:30:00
BK04180255,CUST100255,CityLoop Taxi Service,CAB206,DRV240255,Toyota Kluger,SUV,6,Silver,Bardon Edge staging area,-27.462361,152.962867,4.5,4.91,Allocated,15,Opposite side of stadium precinct,2026-04-18,Petrie Tce Pickup Point,10:25 PM,-27.4657,153.0125,22:25:00,2026-04-18 22:25:00
BK04180256,CUST100256,NightMove Cabs,CAB205,DRV240256,Hyundai Staria,Maxi Taxi,7,White,Herston staging area,-27.44765,153.043158,4.04,4.29,Allocated,11,Opposite side of stadium precinct,2026-04-18,Cribb St Pickup Bay,10:00 PM,-27.46817,153.00639,22:00:00,2026-04-18 22:00:00
